iter	RMSE
348	0.866832326
349	0.8643951225
350	0.8620873867
351	0.8604601135
352	0.8600829343
353	0.8573197116
354	0.8552413507
355	0.853872839
356	0.8524708885
357	0.8500268301
358	0.848663869
359	0.846934964
360	0.8449605401
361	0.8431947624
362	0.8423435073
363	0.8404088372
364	0.8385073676
365	0.8374949629
366	0.835983525
367	0.8335550643
368	0.8321709809
369	0.830879716
370	0.829107517
371	0.827657231
372	0.8261880422
373	0.8241961232
374	0.8214685742
375	0.8191435393
376	0.8185273632
377	0.8156759941
378	0.8137412801
379	0.8126056494
380	0.8110605156
381	0.8097645126
382	0.808172127
383	0.8054543872
384	0.8040216396
385	0.8024217883
386	0.8016689263
387	0.7989660573
388	0.7974155388
389	0.7954144707
390	0.7931283826
391	0.7907503962
392	0.7893588962
393	0.7864281361
394	0.7849799342
395	0.782655472
396	0.780640895
397	0.7802638993
398	0.7796108306
399	0.7772881076
400	0.7756474255
401	0.7738775063
402	0.7731975039
403	0.7720762709
404	0.770654429
405	0.767684842
406	0.7652859095
407	0.762550115
408	0.7610585655
409	0.7596198739
410	0.75857483
411	0.7569950677
412	0.7557863295
413	0.7542242662
414	0.753202631
415	0.7519724564
416	0.7497090022
417	0.74824918
418	0.7462015942
419	0.7440228984
420	0.742762592
421	0.7412635618
422	0.7399983847
423	0.7388860112
424	0.7374996894
425	0.736089763
426	0.7343543235
427	0.7326707539
428	0.7314597995
429	0.7308312679
430	0.7283790745
431	0.7278141653
432	0.7258607284
433	0.7248338072
434	0.723321723
435	0.7208885226
436	0.7195190449
437	0.717809174
438	0.716373654
439	0.7143872769
440	0.7131530601
441	0.7118505373
442	0.7108977082
443	0.7092314388
444	0.7084798475
445	0.7079649498
446	0.7059391243
447	0.7048011168
448	0.7029915358
449	0.7016090154
450	0.7011596042
451	0.7002105651
452	0.6980705
453	0.6971809666
454	0.6961248162
455	0.6949870901
456	0.6935199294
457	0.6923792352
458	0.6906852434
459	0.6892538449
460	0.6880831154
461	0.6871036138
462	0.6861694751
463	0.6845127341
464	0.684046811
465	0.6819168456
466	0.681489833
467	0.6803410518
468	0.6792602739
469	0.6779482263
470	0.6762155214
471	0.6751775914
472	0.6744641123
473	0.6729067223
474	0.6719946558
475	0.6708739936
476	0.6693383788
477	0.6690740129
478	0.6683688255
479	0.6663923215
480	0.6655241719
481	0.6644436221
482	0.6636116872
483	0.6631996605
484	0.6615339774
485	0.6607389441
486	0.659350265
487	0.6581001872
488	0.656954477
489	0.6552210145
490	0.6538897219
491	0.652901288
492	0.6515019643
493	0.6497351216
494	0.6481033547
495	0.6471793806
496	0.6458750127
497	0.6454077282
498	0.6444574927
499	0.6428777508
500	0.6419818149
501	0.6409868898
502	0.6401351719
503	0.6390944076
504	0.6383181009
505	0.6374259791
506	0.6354805969
507	0.6348174942
508	0.634303992
509	0.6340174223
510	0.6324244256
511	0.6314793846
512	0.6299531053
513	0.6290055209
514	0.6273280227
515	0.6256148053
516	0.6243343173
517	0.6238639649
518	0.6229659111
519	0.6212251941
520	0.6204973572
521	0.6193190944
522	0.6176928487
523	0.6159702914
524	0.6144901053
525	0.6130017376
526	0.6118997407
527	0.6108278909
528	0.6099475762
529	0.6082961703
530	0.6069838707
531	0.6061341251
532	0.6052930708
533	0.6040657607
534	0.6022965017
535	0.6013979811
536	0.6000871486
537	0.5996101795
538	0.5985766873
539	0.5975182282
540	0.5964054061
541	0.5961950711
542	0.5956488394
543	0.5952269223
544	0.5943929082
545	0.5932426254
546	0.5918184444
547	0.5916209542
548	0.5907142732
549	0.5905227627
550	0.5890937037
551	0.588244873
552	0.5879209964
553	0.5869652634
554	0.5858808274
555	0.5843508028
556	0.5829943339
557	0.5821140746
558	0.580984221
559	0.5802905272
560	0.5798804695
561	0.5789566889
562	0.5777939519
563	0.5765742979
564	0.5757814584
565	0.5749569289
566	0.5738710483
567	0.5727290573
568	0.5719797979
569	0.570794856
570	0.569761332
571	0.5689108914
572	0.568605509
573	0.5674678614
574	0.5665310823
575	0.5655384162
576	0.5644636314
577	0.5636799401
578	0.5627890923
579	0.5619424852
580	0.5611860146
581	0.5610114689
582	0.5597300374
583	0.5584862307
584	0.5577649299
585	0.5567838758
586	0.5554983309
587	0.5551430735
588	0.5540290471
589	0.5527733497
590	0.5526095972
591	0.5519771645
592	0.5516845978
593	0.5505764865
594	0.5498302057
595	0.5489416039
596	0.5475352266
597	0.546665336
598	0.5457181249
599	0.5452703677
600	0.5445325769
601	0.543392153
602	0.5426100359
603	0.5418602496
604	0.5407764168
605	0.5399279814
606	0.5395836534
607	0.5387456706
608	0.5376473081
609	0.5368004276
610	0.5357441372
611	0.5347613662
612	0.5335493947
613	0.5330152355
614	0.5323695546
615	0.5317759159
616	0.530953959
617	0.5300612367
618	0.529269898
619	0.5284692188
620	0.5277255139
621	0.5272005506
622	0.526461061
623	0.5256973823
624	0.5247807403
625	0.5240338742
626	0.5230317031
627	0.5224724826
628	0.5216430578
629	0.5206658006
630	0.5202614347
631	0.5201243654
632	0.5193713368
633	0.5183206195
634	0.5174535012
635	0.5169747292
636	0.5168127055
637	0.5159525172
638	0.5152660887
639	0.5144972242
640	0.5140305557
641	0.5129063558
642	0.5120105381
643	0.5110173822
644	0.5100733428
645	0.5092847252
646	0.5086058173
647	0.5085013862
648	0.5080244513
649	0.50785805
650	0.5074235978
651	0.5063805824
652	0.5055009846
653	0.5049769805
654	0.5046892113
655	0.5041952796
656	0.5036129964
657	0.5027523514
658	0.501786271
659	0.5016675993
660	0.5012892694
661	0.5003372804
662	0.4995350065
663	0.4986769258
664	0.4980554521
665	0.4972019703
666	0.4968476093
667	0.4962386702
668	0.4952805893
669	0.4947240721
670	0.4940565278
671	0.493201087
672	0.4924282785
673	0.4918057883
674	0.4911733828
675	0.4909404841
676	0.4900013228
677	0.4897823831
678	0.4889627826
679	0.4881138026
680	0.4876465159
681	0.4870885767
682	0.4861361364
683	0.4858116105
684	0.4849121986
685	0.4842020246
686	0.4834859805
687	0.4826388259
688	0.4820873314
689	0.4812185265
690	0.4802723323
691	0.4795765698
692	0.4789452605
693	0.4784550734
694	0.4780111369
695	0.4774890562
696	0.477057812
697	0.476900864
698	0.4762406578
699	0.4754541829
700	0.4752264485
701	0.4750850194
702	0.4743892345
703	0.4738737275
704	0.4731639777
705	0.4724404569
706	0.4718267032
707	0.4714915576
708	0.470806
709	0.4701510256
710	0.4699185345
711	0.4690332225
712	0.4681894067
713	0.4677021307
714	0.4676072141
715	0.4670395647
716	0.4666019653
717	0.4657970455
718	0.465187774
719	0.4642891584
720	0.4633842685
721	0.4631258858
722	0.4622302273
723	0.4619856175
724	0.4613529688
725	0.4609302123
726	0.4606750891
727	0.4601444352
728	0.4597549638
729	0.4594330486
730	0.4592119615
731	0.4588449518
732	0.4583400041
733	0.4578497924
734	0.4576302522
735	0.4568949229
736	0.4566870977
737	0.456045793
738	0.4553154782
739	0.4544937564
740	0.4537719104
741	0.4529361877
742	0.4525076565
743	0.4517856471
744	0.4515876548
745	0.4510675609
746	0.4504158536
747	0.4498549062
748	0.4492678812
749	0.4486555589
750	0.4480089822
751	0.4475487586
752	0.4468087257
753	0.4461372386
754	0.4454552465
755	0.4449409909
756	0.4441743799
757	0.4434174729
758	0.4430244342
759	0.4425837985
760	0.4423837723
761	0.4416644954
762	0.441308009
763	0.4405886954
764	0.4400662595
765	0.4394421636
766	0.4389884946
767	0.4384931434
768	0.4378698675
769	0.4371080103
770	0.4367558342
771	0.4358695881
772	0.4356655426
773	0.4352328561
774	0.4345255268
775	0.4340258231
776	0.4335198595
777	0.433397387
778	0.4327506653
779	0.4322409415
780	0.4315814916
781	0.4312250305
782	0.4307428086
783	0.4303120615
784	0.4296096476
785	0.4288758007
786	0.428456325
787	0.4279349631
788	0.4272207219
789	0.4265526892
790	0.4258361244
791	0.4255141306
792	0.4248185632
793	0.4243001223
794	0.4238378399
795	0.4234837463
796	0.4233416126
797	0.4226713491
798	0.4221873996
799	0.4217148831
800	0.4209317137
801	0.4206053541
802	0.4202969956
803	0.4198479236
804	0.4197526001
805	0.4192880116
806	0.4187208144
807	0.4186430731
808	0.418158755
809	0.4180551061
810	0.4173509192
811	0.4169675424
812	0.4164052219
813	0.4159296207
814	0.4152875805
815	0.4152412241
816	0.4148119572
817	0.414399658
818	0.4139814644
819	0.4134723954
820	0.4129246373
821	0.412877208
822	0.4127858914
823	0.4124674392
824	0.4119015121
825	0.4115464427
826	0.4114757321
827	0.4109087739
828	0.4103375938
829	0.4098108298
830	0.4091406361
831	0.4087684491
832	0.4081792933
833	0.4077611841
834	0.4072477803
835	0.4069212308
836	0.4061592948
837	0.4055311951
838	0.4051808757
839	0.404890693
840	0.4042387583
841	0.4038551938
842	0.4032577747
843	0.402797388
844	0.4026012567
845	0.4025201497
846	0.4019532315
847	0.4016056225
848	0.4010882633
849	0.4003770466
850	0.3999720292
851	0.3994554954
852	0.3992071747
853	0.3986215082
854	0.3979872031
855	0.3977170662
856	0.3972420421
857	0.3969350331
858	0.3964445015
859	0.3959470087
860	0.3958821575
861	0.3957728809
862	0.395265594
863	0.3951889551
864	0.394761802
865	0.3943670077
866	0.3942177997
867	0.3937820256
868	0.3932134979
869	0.3925333318
870	0.3920577292
871	0.3916008418
872	0.3909749848
873	0.3908497629
874	0.3905786879
875	0.3900635915
876	0.389892338
877	0.3893579068
878	0.389002769
879	0.3887503313
880	0.388279108
881	0.3878727504
882	0.3873868196
883	0.3868003044
884	0.3863025119
885	0.3859316887
886	0.3858263009
887	0.3857822319
888	0.3857279848
889	0.385284013
890	0.3851098332
891	0.3845218028
892	0.3839711476
893	0.3834645329
894	0.3831672279
895	0.3825947121
896	0.3822339989
897	0.381850515
898	0.3816626784
899	0.3813748699
900	0.3811422273
901	0.3808562367
902	0.3803080711
903	0.3797985212
904	0.3797222465
905	0.3793443165
906	0.3791243419
907	0.3785397241
908	0.3781296805
909	0.3780958327
910	0.3777291329
911	0.377249902
912	0.3768754764
913	0.3763947549
914	0.3757596034
915	0.37551629
916	0.3751842472
917	0.3747544625
918	0.3742757206
919	0.3736493875
920	0.3731104091
921	0.3727514274
922	0.3723312727
923	0.3721916717
924	0.3718953818
925	0.3714743052
926	0.3712079792
927	0.3708191577
928	0.3706257404
929	0.3701380664
930	0.3698585699
931	0.3695880173
932	0.369149455
933	0.3688038345
934	0.3684608322
935	0.3680155638
936	0.3676484913
937	0.3671561233
938	0.367034244
939	0.3666835635
940	0.3661148729
941	0.3653769502
942	0.3651454629
943	0.3646720782
944	0.3642107388
945	0.36375409
946	0.3635747845
947	0.3635042415
948	0.363465723
949	0.363296783
950	0.3627442343
951	0.3624238862
952	0.3623598926
953	0.3619867131
954	0.3616547832
955	0.3612285732
956	0.3609907462
957	0.3605915908
958	0.3601302201
959	0.359997505
960	0.359741925
961	0.3596737017
962	0.3590808795
963	0.3586162092
964	0.3582166286
965	0.3578283328
966	0.3574934617
967	0.3569931658
968	0.3567571419
969	0.356560805
970	0.3561453054
971	0.3558370128
972	0.3554509177
973	0.3550246225
974	0.354482055
975	0.3544522629
976	0.3541284296
977	0.3536440011
978	0.3534446504
979	0.3532189463
980	0.3529724935
981	0.35261647
982	0.3520412268
983	0.3515385431
984	0.3510928647
985	0.3509049781
986	0.350538012
987	0.3501259384
988	0.3497394688
989	0.3496930591
990	0.349213837
991	0.3487623582
992	0.3485390614
993	0.3481496107
994	0.3477740279
995	0.3473109909
996	0.3468968187
997	0.3462818083
998	0.345955053
999	0.3457367956
