iter	RMSE
347	5.687262943
348	5.683740489
349	5.680537768
350	5.676914313
351	5.674433102
352	5.671642281
353	5.667561192
354	5.66420693
355	5.661115496
356	5.657929004
357	5.653513664
358	5.650713939
359	5.647271976
360	5.643625023
361	5.64083245
362	5.638042208
363	5.634724036
364	5.631477066
365	5.627910926
366	5.625004259
367	5.621978661
368	5.619043759
369	5.615178992
370	5.612357788
371	5.609261867
372	5.606294146
373	5.602292204
374	5.60034251
375	5.59742019
376	5.594929935
377	5.591737014
378	5.588454148
379	5.58655754
380	5.584449279
381	5.580945049
382	5.57871197
383	5.576108482
384	5.572845919
385	5.569929739
386	5.567737661
387	5.565250144
388	5.563010096
389	5.559847649
390	5.557531565
391	5.555818193
392	5.554016061
393	5.550945884
394	5.548629482
395	5.54738579
396	5.544951233
397	5.542665308
398	5.540058767
399	5.537386725
400	5.535377502
401	5.532554053
402	5.52975783
403	5.527023342
404	5.524925038
405	5.523192037
406	5.520940461
407	5.518624639
408	5.516792815
409	5.514195527
410	5.511967998
411	5.509924705
412	5.50767967
413	5.505753834
414	5.503648279
415	5.500857257
416	5.499183361
417	5.49727683
418	5.49473123
419	5.492138169
420	5.490439391
421	5.488665122
422	5.486670991
423	5.484742035
424	5.48301056
425	5.480996228
426	5.478487228
427	5.477099445
428	5.474966202
429	5.471959426
430	5.470170079
431	5.468382841
432	5.46634783
433	5.464689007
434	5.463105322
435	5.461154479
436	5.460295516
437	5.458587078
438	5.456604585
439	5.455152793
440	5.453669848
441	5.452191389
442	5.449966516
443	5.448451793
444	5.447167683
445	5.445966295
446	5.44378731
447	5.441980892
448	5.44056743
449	5.438855347
450	5.437066092
451	5.435006187
452	5.433158765
453	5.431733708
454	5.43000411
455	5.428793277
456	5.426977474
457	5.42520975
458	5.423842016
459	5.421805699
460	5.420543005
461	5.419328918
462	5.417211892
463	5.415020402
464	5.41383084
465	5.412288893
466	5.41088442
467	5.408887899
468	5.407479784
469	5.405852304
470	5.404099762
471	5.402711134
472	5.401495205
473	5.400032454
474	5.398796484
475	5.397014606
476	5.395372404
477	5.393715386
478	5.392066951
479	5.390300152
480	5.388722175
481	5.387575953
482	5.385732168
483	5.384219144
484	5.382392094
485	5.381797942
486	5.380825643
487	5.379519373
488	5.378321849
489	5.377030282
490	5.375691983
491	5.374254353
492	5.372908355
493	5.371225056
494	5.369886139
495	5.368611125
496	5.367115443
497	5.365728003
498	5.364679434
499	5.363289317
500	5.361982943
501	5.36073891
502	5.359210231
503	5.358170556
504	5.357386093
505	5.355983143
506	5.354289204
507	5.35259083
508	5.350331792
509	5.349467715
510	5.348563197
511	5.347510334
512	5.346252312
513	5.345509035
514	5.343948365
515	5.342772418
516	5.341340967
517	5.339936732
518	5.338826847
519	5.337745539
520	5.336701248
521	5.33574254
522	5.333708985
523	5.332343842
524	5.330726457
525	5.329491415
526	5.328469622
527	5.327805498
528	5.327163526
529	5.326569807
530	5.325454721
531	5.323849301
532	5.322455336
533	5.321506982
534	5.320632411
535	5.31917091
536	5.317704592
537	5.317232482
538	5.316082716
539	5.314968504
540	5.314087984
541	5.312807884
542	5.31107997
543	5.30991454
544	5.30872164
545	5.307799797
546	5.30684298
547	5.305976847
548	5.305072614
549	5.304002228
550	5.302698922
551	5.301909325
552	5.301439618
553	5.300655635
554	5.299959673
555	5.299236488
556	5.298127324
557	5.297268433
558	5.296210784
559	5.294678571
560	5.292948617
561	5.292252841
562	5.291205562
563	5.289896824
564	5.289240778
565	5.288360982
566	5.287209971
567	5.2857556
568	5.284670079
569	5.284165394
570	5.283471056
571	5.282886254
572	5.282243053
573	5.281395828
574	5.280350996
575	5.279752044
576	5.279064437
577	5.278160368
578	5.277366625
579	5.276523789
580	5.275987426
581	5.274335118
582	5.273641731
583	5.272455098
584	5.271146374
585	5.270009212
586	5.269487964
587	5.268402198
588	5.267633018
589	5.266872034
590	5.266018962
591	5.265488578
592	5.264687877
593	5.264071266
594	5.262280113
595	5.26172198
596	5.260849241
597	5.259483622
598	5.258647193
599	5.258057536
600	5.257369861
601	5.256865043
602	5.255313167
603	5.254455376
604	5.253544393
605	5.252894563
606	5.252233137
607	5.251293671
608	5.250716965
609	5.249506015
610	5.248863549
611	5.248437847
612	5.247881197
613	5.247186933
614	5.246591677
615	5.245843794
616	5.244518491
617	5.244047775
618	5.2433015
619	5.242262122
620	5.24053235
621	5.239985249
622	5.238767661
623	5.238087497
624	5.237052382
625	5.236280102
626	5.235617445
627	5.234702405
628	5.233962981
629	5.232759009
630	5.231677398
631	5.231041509
632	5.230114853
633	5.229466858
634	5.228499499
635	5.227661279
636	5.226915007
637	5.225725291
638	5.224637264
639	5.223519034
640	5.222420802
641	5.22153046
642	5.220660186
643	5.219816827
644	5.219204672
645	5.217886926
646	5.217190372
647	5.216156469
648	5.215398687
649	5.214511752
650	5.213329899
651	5.212281092
652	5.211323801
653	5.210209851
654	5.209822465
655	5.209134324
656	5.208588539
657	5.207932987
658	5.20720846
659	5.206642398
660	5.205970941
661	5.205473141
662	5.204340238
663	5.203691843
664	5.202433315
665	5.201604192
666	5.200761726
667	5.199608301
668	5.198817842
669	5.197735322
670	5.19728248
671	5.196521951
672	5.195985441
673	5.194592581
674	5.194199306
675	5.193239963
676	5.192414124
677	5.191673718
678	5.191103041
679	5.190190628
680	5.189711565
681	5.189197926
682	5.187907359
683	5.18732845
684	5.186916628
685	5.186243294
686	5.185694874
687	5.185252954
688	5.184174575
689	5.183220103
690	5.182820169
691	5.182173356
692	5.181617021
693	5.181064834
694	5.180520736
695	5.180151823
696	5.179579223
697	5.178987869
698	5.178003768
699	5.177260895
700	5.175797288
701	5.174646366
702	5.174016186
703	5.172964909
704	5.172299548
705	5.171649919
706	5.170920941
707	5.170000297
708	5.169309774
709	5.168763888
710	5.167459536
711	5.16715266
712	5.166496898
713	5.165865965
714	5.165177193
715	5.16474486
716	5.163808269
717	5.162751246
718	5.161903956
719	5.161637296
720	5.160686555
721	5.160382505
722	5.159679442
723	5.159179013
724	5.158141147
725	5.157365815
726	5.156876071
727	5.156275069
728	5.155767627
729	5.155108332
730	5.153622027
731	5.153311358
732	5.153047069
733	5.152252764
734	5.151909577
735	5.151456281
736	5.150780922
737	5.150370789
738	5.149897859
739	5.149185102
740	5.148143941
741	5.14764221
742	5.147194013
743	5.146617021
744	5.146126457
745	5.14539532
746	5.144941359
747	5.144321751
748	5.143555656
749	5.143005456
750	5.142572391
751	5.141338332
752	5.140716447
753	5.140143085
754	5.139787751
755	5.139060837
756	5.13832745
757	5.137932009
758	5.137402114
759	5.136457055
760	5.13606224
761	5.134949305
762	5.13363398
763	5.132403831
764	5.131258508
765	5.13088266
766	5.1306383
767	5.13016423
768	5.129834837
769	5.129073086
770	5.128420324
771	5.128148584
772	5.126879246
773	5.126446158
774	5.126074307
775	5.125320747
776	5.124855154
777	5.124427123
778	5.123324462
779	5.122745554
780	5.122318366
781	5.121692618
782	5.121313959
783	5.120955106
784	5.12055727
785	5.12022152
786	5.118959632
787	5.118522318
788	5.117906312
789	5.117359893
790	5.116905371
791	5.116256027
792	5.115197031
793	5.113987285
794	5.113598427
795	5.113031075
796	5.11177767
797	5.111433015
798	5.110306854
799	5.109738017
800	5.109311992
801	5.108887562
802	5.107875815
803	5.107400199
804	5.105979341
805	5.105642229
806	5.10531811
807	5.104602309
808	5.103708023
809	5.102676078
810	5.10223793
811	5.101592271
812	5.100642168
813	5.100068942
814	5.099279057
815	5.098815117
816	5.098575504
817	5.097938821
818	5.09695199
819	5.096530907
820	5.095930349
821	5.095489398
822	5.09518928
823	5.094766139
824	5.094207464
825	5.092937471
826	5.092773804
827	5.092283601
828	5.091801471
829	5.091508136
830	5.090715229
831	5.090377543
832	5.089942372
833	5.089393532
834	5.08895639
835	5.088467111
836	5.08774483
837	5.087367951
838	5.087121873
839	5.086739631
840	5.086633393
841	5.086035077
842	5.085460464
843	5.084881808
844	5.08410113
845	5.082979942
846	5.081803029
847	5.080915366
848	5.080211322
849	5.079876995
850	5.078664323
851	5.078162452
852	5.077378333
853	5.07677041
854	5.07633758
855	5.075659702
856	5.075301761
857	5.074999237
858	5.074701869
859	5.073515199
860	5.073058032
861	5.072698841
862	5.072466155
863	5.072112966
864	5.07174239
865	5.070868689
866	5.069472956
867	5.069195196
868	5.068394363
869	5.067835727
870	5.067521798
871	5.067186291
872	5.066917684
873	5.066826045
874	5.066472448
875	5.065084867
876	5.06474437
877	5.064168012
878	5.063755966
879	5.063287454
880	5.062794747
881	5.06251186
882	5.062134644
883	5.061813798
884	5.061739279
885	5.061203942
886	5.060977557
887	5.060649182
888	5.060604201
889	5.060173702
890	5.059637276
891	5.05937593
892	5.058935263
893	5.058617525
894	5.05748027
895	5.057109658
896	5.056997203
897	5.056596769
898	5.055988262
899	5.055369435
900	5.05525365
901	5.054639619
902	5.054534763
903	5.054218681
904	5.053834229
905	5.053562271
906	5.05281302
907	5.052244073
908	5.051527678
909	5.051049747
910	5.05047001
911	5.049613703
912	5.049203821
913	5.048604953
914	5.048326593
915	5.04774436
916	5.047276477
917	5.046764352
918	5.045874827
919	5.04485295
920	5.044734776
921	5.044431063
922	5.043940009
923	5.043477812
924	5.043101897
925	5.043004651
926	5.042562044
927	5.041616597
928	5.041302691
929	5.04119556
930	5.040840841
931	5.040362927
932	5.039610178
933	5.039255911
934	5.038637045
935	5.038382952
936	5.038002833
937	5.037219537
938	5.036926416
939	5.035829543
940	5.035624292
941	5.035188189
942	5.03480897
943	5.034201517
944	5.034114488
945	5.03328304
946	5.032525324
947	5.032256303
948	5.03196725
949	5.031448547
950	5.03080353
951	5.030375142
952	5.029608442
953	5.029004595
954	5.028894906
955	5.02795806
956	5.026889079
957	5.026392099
958	5.025396137
959	5.025062985
960	5.024294976
961	5.02401392
962	5.023597877
963	5.023413755
964	5.023073492
965	5.022314245
966	5.021809499
967	5.021517115
968	5.020946562
969	5.020268787
970	5.019960446
971	5.019700989
972	5.01852288
973	5.017869396
974	5.017629581
975	5.01712097
976	5.017037674
977	5.01656824
978	5.016298911
979	5.015247986
980	5.014792953
981	5.014426792
982	5.013997304
983	5.013339246
984	5.013082985
985	5.012715975
986	5.01213865
987	5.011874513
988	5.010619609
989	5.010518268
990	5.010192158
991	5.009306579
992	5.008846693
993	5.008637978
994	5.008331182
995	5.008015722
996	5.007715426
997	5.007630308
998	5.006991926
999	5.006913713
